tags,developer,publisher,day,year,price,score
"Steam Cloud,Third Person,Anime,Massively Multiplayer,Character Customization,Multiplayer,Story Rich,Shared/Split Screen PvP,Action,Moddable,Adventure,Casual,Online PvP,Dragons,Online Co-op,Fighting,Beat 'em up,Great Soundtrack,MMORPG,Co-op,RPG,Open World,Single-player,Steam Leaderboards,MMO,Online Co-Op","QLOC, DIMPS",BANDAI NAMCO Entertainment,301,2016,49.99,81.70917877
"Steam Cloud,Sports,Management,Simulation,Soccer,Strategy,Multiplayer,Steam Workshop,Single-player,Steam Leaderboards,Football",Sports Interactive,SEGA,322,2019,49.99,84.59902305
"Steam Cloud,LGBTQ,Simulation,Farming Sim,Anime,Relaxing,RPG,Multiplayer,Dating Sim,Single-player,Cute,Romance,Female Protagonist,Casual",Marvelous Inc.,XSEED Games,196,2020,49.99,89.98216233
" Base Building,Simulation,Automation,Building,First-Person,Strategy,Crafting,Open World,Mining,Steam Workshop,Adventure,Indie,Single-player,Sandbox,Resource Management,Casual",Foulball Hangover,Foulball Hangover,129,2020,9.99,79.33596697
"Third Person,Free to Play,Massively Multiplayer,Character Customization,Multiplayer,Story Rich,Based On A Novel,Survival,Action,Dark Fantasy,Adventure,Exploration,MMORPG,Co-op,Fantasy,RPG,Open World,PvP,MMO,Online Co-Op",Standing Stone Games,Standing Stone Games,158,2012,0,77.60954881
"Anime,Free to Play,Massively Multiplayer,Multiplayer,2D,Action,Side Scroller,Adventure,Pixel Graphics,Action RPG,Casual,Hack and Slash,Cute,Great Soundtrack,Platformer,MMORPG,Co-op,Fantasy,RPG,Open World,Single-player,MMO",Nexon,Nexon America Inc.,222,2012,0,65.65244823
"Shooter,Simulation,Physics,Sandbox,Steam Workshop,Team-Based,Military,War,Action,Moddable,Adventure,Indie,FPS,First-Person,Atmospheric,Tactical,Early Access,Realistic,Strategy,Single-player,Includes level editor,Funny",SteelRaven7,SteelRaven7,138,2017,14.99,93.77586399
"Steam Cloud,Point & Click,Dark Comedy,Anime,Mystery,Detective,Story Rich,Psychological Horror,Survival,Visual Novel,Puzzle,Action,Comedy,Adventure,Horror,Exploration,Memes,Great Soundtrack,Dark Humor,Single-player,Funny","Spike Chunsoft Co., Abstraction Games",Spike Chunsoft Co.,49,2016,19.99,94.14888021
"Shooter,Simulation,Physics,Sandbox,Psychological Horror,Action,VR,Indie,FPS,Gun Customization,First-Person,Destruction,America,Atmospheric,Early Access,Realistic,Single-player,Funny",RUST LTD.,RUST LTD.,96,2016,19.99,92.74703462
"Steam Cloud,Third Person,Anime,Massively Multiplayer,Character Customization,Multiplayer,Mature,Visual Novel,Action,Adventure,Nudity,Online Co-op,Hack and Slash,MMORPG,Co-op,RPG,Open World,Sexual Content,Single-player,Steam Leaderboards,JRPG,Online Co-Op",AQURIA Co.,BANDAI NAMCO Entertainment,191,2020,59.99,56.36660922
"Steam Cloud,Simulation,Family Friendly,Multiplayer,Sports,Action,Difficult,TrackIR,VR,Adventure,First-Person,Online PvP,Racing,Offroad,Co-op,3D Vision,Realistic,Open World,Automobile Sim,Single-player,Driving",Codemasters,Codemasters,56,2019,39.99,77.40793408
"Minimalist,Violent,Shooter,Action,Puzzle,Cyberpunk,Difficult,First-Person,Time Manipulation,VR,Multiplayer,Indie,Single-player,Bullet Time,Horror,Atmospheric,FPS",SUPERHOT Team,SUPERHOT Team,145,2017,24.99,85.323692
"Simulation,Tabletop,Multiplayer,War,Shared/Split Screen PvP,Solitaire,Puzzle,Board Game,Asynchronous Multiplayer,Indie,Cartoony,Online PvP,Cute,Early Access,Turn-Based Strategy,Strategy,Cross-Platform Multiplayer,Card Game,PvP,Touch-Friendly,Single-player,Wargame,Top-Down",Dire Wolf,Dire Wolf,268,2020,14.99,87.51432669
"Steam Cloud,Roguelite,Retro,Mining,2D,Story Rich,Action,Dungeon Crawler,Pixel Graphics,Adventure,Indie,Roguelike,Procedural Generation,Early Access,Action Roguelike,Fantasy,RPG,Single-player,Choices Matter,Top-Down,Funny",Thorium,Thorium,219,2020,19.99,89.25521442
"Simulation,Third Person,Free to Play,Massively Multiplayer,Real Time Tactics, Grand Strategy,Military,Medieval,RTS,Strategy RPG,Online PvP,Racing,Tactical RPG,3D Platformer,2.5D,Fantasy,In-App Purchases,Strategy,Cross-Platform Multiplayer,RPG,Open World,Wargame,MMO,City Builder",YOUZU (SINGAPORE) PTE. LTD.,YOUZU (SINGAPORE) PTE. LTD.,318,2019,0,54.36732639
"Violent,Shooter,Simulation,Massively Multiplayer,Historical,Multiplayer,Team-Based,Military,War,Action,Indie,World War II,FPS,First-Person,Online PvP,Tactical,Co-op,Realistic,Strategy,Open World",Periscope Games,Offworld Industries,221,2018,29.99,76.49489657
"Simulation,Free to Play,Massively Multiplayer,Family Friendly,Multiplayer,Sports,Action,Fishing,Adventure,Casual,FPS,First-Person,Online PvP,Online Co-op,MMORPG,Co-op,Early Access,Relaxing,Realistic,Open World,Single-player,MMO,Online Co-Op",Fishing Planet LLC,Fishing Planet LLC,223,2015,0,79.02831783
"Steam Cloud,Class-Based,2D,Action,Shared/Split Screen Co-op,Dungeon Crawler,Pixel Graphics,Adventure,Indie,Action RPG,Single-player,Roguelike,Stats,Hack and Slash,Magic,Procedural Generation,Action Roguelike,Fantasy,Local Co-Op,Loot,RPG,4 Player Local,PvE",Subworld,Subworld,234,2020,13.99,91.97280688
"Physics,Story Rich,Sci-fi,Female Protagonist,Puzzle,Action,Comedy,Adventure,Science,FPS,Captions available,First-Person,3D Platformer,Dark Humor,Platformer,Atmospheric,Puzzle Platformer,Classic,Single-player,Short,Includes level editor,Funny",Valve,Valve,283,2007,9.99,96.22698826
"Steam Cloud,Remake,Shooter,Multiplayer,Steam Workshop,Mod,Story Rich,Sci-fi,Action,Adventure,Indie,FPS,Horror,Aliens,Captions available,First-Person,Online PvP,Great Soundtrack,Atmospheric,Co-op,Early Access,Cross-Platform Multiplayer,Zombies,Classic,Single-player,Includes level editor",Crowbar Collective,Crowbar Collective,66,2020,19.99,93.06362404
"Steam Cloud,Third Person,Family Friendly,Steam Workshop,Female Protagonist,Action,Shared/Split Screen Co-op,Comedy,Collectathon,Moddable,Adventure,Indie,Captions available,Exploration,Colorful,Stats,3D Platformer,Cute,Platformer,Great Soundtrack,Co-op,Kickstarter,Open World,Single-player,Includes level editor,Funny",Gears for Breakfast,Gears for Breakfast,278,2017,29.99,95.6872881
"Steam Cloud,Crime,Point & Click,Anime,Mystery,Detective,2D,Story Rich,Visual Novel,Puzzle,Comedy,Adventure,Casual,Conversation,Memes,Cult Classic,Great Soundtrack,Dynami Narration,Classic,Single-player,Funny",CAPCOM Co.,CAPCOM Co.,99,2019,29.99,93.60249436
"Alternate History,Tabletop,Historical,Character Customization,Multiplayer,Mechs,Sci-fi,Shared/Split Screen PvP,4X,Board Game,Steampunk,Turn-Based,Hex Grid,Online PvP,Beautiful,Hand-drawn,Tactical,Turn-Based Strategy,Strategy,World War I,PvP,Single-player",The Knights of Unity,Asmodee Digital,248,2018,19.99,84.24687659
"Third Person,Free to Play,Massively Multiplayer,Crafting,Multiplayer,Steam Workshop,Sandbox,Action,Building,Dungeon Crawler,Adventure,Pixel Graphics,Casual,FPS,Exploration,Online PvP,Voxel,MMORPG,Co-op,In-App Purchases,RPG,Open World,MMO,Funny",Trion Worlds,Trion Worlds,190,2015,0,78.64682691
"Steam Cloud,Simulation,Crafting,Character Customization,Sandbox,2D,Building,Collectathon,Fishing,Life Sim,Pixel Graphics,Casual,Exploration,Cute,Romance,Agriculture,Farming Sim,Relaxing,RPG,Open World,Single-player,City Builder",Sean Young,SmashGames,217,2020,14.99,90.2811729
"Steam Cloud,Remake,Third Person,Character Customization,Sandbox,Steam Workshop,Story Rich,Action,Comedy,Medieval,Adventure,Action RPG,Magic,Great Soundtrack,Atmospheric,Fantasy,RPG,Open World,Classic,Single-player,Choices Matter,Funny",Lionhead Studios,Xbox Game Studios,255,2014,34.99,79.11577464
"Simulation,Third Person,Physics,Massively Multiplayer,Family Friendly,Multiplayer,Sandbox,Shared/Split Screen PvP,Action,VR,Adventure,Exploration,First-Person,Flight,Education,Atmospheric,Realistic,Open World,Single-player,Includes level editor",Laminar Research,Laminar Research,89,2017,59.99,87.04585459
"Shooter,Character Customization,Multiplayer,Team-Based,Cartoon,Action,Indie,FPS,Colorful,Cartoony,First-Person,Online PvP,Stats,Online Co-op,Co-op,3D,Cross-Platform Multiplayer,PvP,Stylized,Arena Shooter,Single-player,Steam Leaderboards,PvE,Funny,Online Co-Op",Megastorm Games,Megastorm Games,67,2019,7.49,91.38786653
"Steam Cloud,Violent,Crafting,Multiplayer,Gore,Female Protagonist,Survival,Action,Controller,Adventure,FPS,Horror,Captions available,Nudity,First-Person,Stats,Co-op,Survival Horror,Zombies,RPG,Open World,Single-player,Online Co-Op",Techland,Deep Silver,152,2016,19.99,74.37481207
"Steam Cloud,Ninja,Historical,Real Time Tactics,Multiplayer, Grand Strategy,LAN PvP,Military,Action,Moddable,Medieval,Turn-Based,Diplomacy,LAN Co-op,RTS,Turn-Based Tactics,Online PvP,Stats,Online Co-op,Great Soundtrack,Tactical,Co-op,Turn-Based Strategy,Strategy,Stylized,Single-player","CREATIVE ASSEMBLY, Feral Interactive",SEGA,74,2011,29.99,87.75568393
"Steam Cloud,Dark Comedy,Anime,Mystery,Detective,Story Rich,Mature,Psychological Horror,Visual Novel,Puzzle,Comedy,Adventure,Dating Sim,Horror,Dark,Memes,Great Soundtrack,Atmospheric,Walking Simulator,Single-player,Funny","Spike Chunsoft Co., Abstraction Games",Spike Chunsoft Co.,109,2016,19.99,93.01500821
"Shooter,Third Person,Multiplayer,Sandbox,Military,Survival,Action,Adventure,FPS,Third-Person Shooter,First-Person,Stealth,Atmospheric,Tactical,Co-op,In-App Purchases,Strategy,Open World,PvP,Single-player,Online Co-Op","Ubisoft Paris, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Milan, Reflections, Ubisoft Belgrade",Ubisoft,65,2017,49.99,75.39914796
"Simulation,Family Friendly,Sandbox,Cartoon,Sci-fi,Comedy,God Game,Adventure,Science,Casual,Aliens,Exploration,Colorful,Cartoony,Space,Colony Sim,Resource Management,Cute,Open World,Single-player,Funny",Maxis™,Electronic Arts,354,2008,19.99,87.88033874
"Crime,Violent,Emotional,Third Person,Multiplayer,Action-Adventure,Story Rich,Action,Shared/Split Screen Co-op,Adventure,Indie,Conversation,Cinematic,Nudity,Split Screen,Online Co-op,Atmospheric,Co-op,Sexual Content,Local Co-Op,Online Co-Op",Hazelight,Electronic Arts,82,2018,29.99,80.28935661
"Steam Cloud,Violent,Action,Online PvP,Downloadable Content,Online Co-op,Multiplayer,Gore,Horror",Behaviour Interactive Inc.,Behaviour Interactive Inc.,168,2020,6.99,81.23621595
"Nostalgia,Time Attack,1990's,Multiplayer,Steam Workshop,Female Protagonist,Action,Difficult,Parkour,Adventure,Indie,Fast-Paced,Horror,Exploration,First-Person,Online PvP,Racing,3D Platformer,Platformer,,Precision Platformer,PvP,Single-player,Includes level editor",Klei Entertainment,Klei Entertainment,262,2019,19.99,88.6091626
"Steam Cloud,Multiplayer,2D,Shared/Split Screen PvP,Action,Shared/Split Screen Co-op,Controller,Comedy,Side Scroller,Adventure,Indie,Action RPG,Casual,Online PvP,Online Co-op,Local Multiplayer,Hack and Slash,Beat 'em up,Great Soundtrack,Co-op,Fantasy,Cross-Platform Multiplayer,RPG,Single-player,Steam Leaderboards,Local Co-Op,Funny,Online Co-Op",The Behemoth,The Behemoth,270,2012,14.99,94.15730494
"Multiplayer,Story Rich,Survival,Adventure,Nature,Indie,Interactive Fiction,Casual,Exploration,Colorful,First-Person,Beautiful,Great Soundtrack,Atmospheric,Fantasy,Relaxing,RPG,Open World,Walking Simulator,Single-player",Eastshade Studios,Eastshade Studios,44,2019,24.99,84.89689321
"Violent,Shooter,Physics,Historical,Massively Multiplayer,Multiplayer,Gore,War,Mature,Action,FPS,First-Person,Destruction,Online PvP,Tanks,Great Soundtrack,Atmospheric,World War I,PvP,Open World,Single-player",DICE,Electronic Arts,294,2016,39.99,73.78495956
"Steam Cloud,Mythology,Multiplayer,Steam Workshop,Story Rich,Female Protagonist,Action,Isometric,Adventure,Action RPG,Online PvP,Online Co-op,Hack and Slash,Great Soundtrack,Atmospheric,Co-op,Level Editor,Fantasy,Classic,RPG,Loot,Open World,Single-player,Includes level editor,Top-Down","Iron Lore Entertainment, THQ Nordic",THQ Nordic,244,2016,19.99,88.47910068
"Steam Cloud,Simulation,Anime,Family Friendly,Creature Collector,Story Rich,Action,Comedy,Turn-Based Combat,Adventure,Indie,Casual,Exploration,Colorful,Cute,Arcade,RPG,Single-player,Top-Down,Funny",VEWO Interactive Inc.,PQube Limited,241,2020,19.99,85.64700223
"Third Person,Anime,Ninja,Massively Multiplayer,Character Customization,Multiplayer,Team-Based,Action,Adventure,Online PvP,MOBA,Online Co-op,Fighting,MMORPG,Co-op,Strategy,RPG,PvP,Open World,Sexual Content,Single-player,Online Co-Op",Soleil Ltd.,BANDAI NAMCO Entertainment,243,2018,49.99,70.54611853
"Third Person,Multiplayer,Co-op Campaign,Sci-fi,Shared/Split Screen PvP,Psychological Horror,Action,Shared/Split Screen Co-op,Difficult,Adventure,Indie,Action RPG,Horror,Dark,Online PvP,Split Screen,Online Co-op,Hack and Slash,Atmospheric,Co-op,Lovecraftian,Souls-like,RPG,Single-player",Cradle Games,tinyBuild,212,2020,34.99,73.38303306
"Third Person,Historical,Multiplayer,Sandbox,Story Rich,Action,Parkour,Adventure,Action RPG,Assassin,Captions available,Exploration,Great Soundtrack,Stealth,Atmospheric,In-App Purchases,RPG,Open World,Walking Simulator,Single-player,Heist,Illuminati",Ubisoft Montreal,Ubisoft,299,2017,11.99,83.37083284
"Steam Cloud,Violent,Third Person,Anime,Character Customization,Multiplayer,Post-apocalyptic,Gore,Action,Dark Fantasy,Difficult,Adventure,Action RPG,Online Co-op,Hack and Slash,Great Soundtrack,Vampire,Co-op,Souls-like,RPG,Single-player,JRPG",BANDAI NAMCO Studios,BANDAI NAMCO Entertainment,269,2019,59.99,85.62975172
"Anime,Free to Play,Massively Multiplayer,Multiplayer,Action,Isometric,Adventure,Action RPG,Nudity,Memes,Hack and Slash,Cute,Great Soundtrack,MMORPG,Co-op,Fantasy,In-App Purchases,RPG,Open World,Sexual Content,MMO,JRPG","IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.",88,2016,0,61.35719658
"Family Friendly,Story Rich,Psychological Horror,Survival,Action,Puzzle,Difficult,VR,Adventure,Indie,Casual,Horror,Dark,First-Person,Robots,Atmospheric,Survival Horror,Strategy,Single-player,Funny",Steel Wool Studios,ScottGames,148,2019,29.99,92.73883334
"Crime,Steam Cloud,Violent,Third Person,Anime,Drama,Story Rich,Mature,Action,Comedy,Minigames,Adventure,Dating Sim,Beat 'em up,Great Soundtrack,Atmospheric,RPG,Open World,Sexual Content,Single-player,Steam Leaderboards,Funny",SEGA,SEGA,213,2018,19.99,89.66096921
"Steam Cloud,Violent,Shooter,Third Person,Multiplayer,Co-op Campaign,Story Rich,Gore,Sci-fi,Shared/Split Screen PvP,Female Protagonist,Mature,Action,Shared/Split Screen Co-op,Adventure,Horror,Third-Person Shooter,Captions available,Online PvP,Split Screen,Online Co-op, Hero Shooter,Co-op,In-App Purchases,Cross-Platform Multiplayer,Open World,Single-player,Includes level editor,Local Co-Op",The Coalition,Xbox Game Studios,248,2019,39.99,61.98891094
"Early Access,Simulation,Action,Mystery,Social Deduction,Strategy,Online PvP,Competitive,Multiplayer,Indie,Detective,Stealth,Assassin","Chris Hecker, John Cimino",Chris Hecker,102,2018,24.99,74.88173416
"Third Person,Class-Based,Family Friendly,Character Customization,Team-Based,Tower Defense,Action,Adventure,Action RPG,Colorful,Strategy RPG,Cartoony,Online Co-op,Magic,Fantasy,3D,Strategy,RPG,Loot,Stylized,Single-player,PvE",Chromatic Games,Chromatic Games,149,2020,29.99,67.17927796
"Violent,Shooter,Simulation,Historical,Massively Multiplayer,Multiplayer,Military,Gore,War,Mature,Action,Indie,FPS,First-Person,Online PvP,America,Tactical,Early Access,Realistic,Strategy",Campfire Games,Campfire Games,337,2018,29.99,80.48014615
"Steam Cloud,Anime,Crafting,Multiplayer,2D,Female Protagonist,Action,Dark Fantasy,Difficult,Side Scroller,Adventure,Captions available,Exploration,Gothic,Nudity,Metroidvania,Great Soundtrack,Platformer,2.5D,RPG,Sexual Content,Single-player",ArtPlay,505 Games,169,2019,39.99,92.49250444
"Futuristic,Jet,Simulation,Physics,6DOF,Naval Combat,Sandbox,Steam Workshop,Military,War,Realistic,Vehicular Combat,Action,VR,Indie,First-Person,Flight,Artificial Intelligence,Level Editor,Single-player,Combat,Includes level editor",Boundless Dynamics,Boundless Dynamics,215,2017,29.99,92.1228254
"Simulation,Transportation,First-Person,Realistic,Trains,Relaxing,Physics,Stats,Family Friendly,Automobile Sim,Atmospheric,Adventure,Multiplayer,Single-player,Driving,Immersive Sim",Dovetail Games,Dovetail Games - TSW,233,2020,29.99,73.19607736
"Steam Cloud,Party-Based RPG,Anime,Multiplayer,Story Rich,Mature,Action,Turn-Based Combat,Turn-Based,Adventure,Nudity,Magic,Cute,Co-op,Fantasy,3D,RPG,Sexual Content,Single-player,JRPG",KOEI TECMO GAMES CO.,KOEI TECMO GAMES CO.,211,2020,59.99,63.52897339
"Steam Cloud,Remake,Shooter,Third Person,Gore,Sci-fi,Survival,Action,Difficult,Adventure,Horror,Third-Person Shooter,Captions available,Inventory Management,Great Soundtrack,Replay Value,Atmospheric,Survival Horror,Quick-Time Events,Zombies,Classic,Single-player,Steam Leaderboards",Capcom,Capcom,58,2014,19.99,85.72589815
"Steam Cloud,Simulation,Crafting,Character Customization,Multiplayer,Sandbox,2D,Shared/Split Screen PvP,Puzzle,Action,Shared/Split Screen Co-op,Difficult,Pixel Graphics,Indie,Online PvP,Split Screen,Online Co-op,Stealth,Co-op,Strategy,Open World,Single-player,Steam Leaderboards,Local Co-Op,Funny,Online Co-Op","Team17 Digital Ltd, Mouldy Toof Studios",Team17 Digital Ltd,233,2017,19.99,85.35383982
"Steam Cloud,Shooter,Third Person,Multiplayer,Co-op Campaign,Female Protagonist,Survival,Action,Adventure,Casual,Horror,Third-Person Shooter,Split Screen,Atmospheric,Co-op,Quick-Time Events,Survival Horror,Zombies,Single-player,Steam Leaderboards,Local Co-Op,Online Co-Op",Capcom,Capcom,81,2013,29.99,76.95877087
"Steam Cloud,Shooter,Third Person,Multiplayer,Co-op Campaign,Gore,Female Protagonist,Survival,Action,Adventure,Horror,Third-Person Shooter,Atmospheric,Co-op,Survival Horror,Quick-Time Events,3D Vision,Zombies,Single-player,Steam Leaderboards,Local Co-Op,Online Co-Op",Capcom,Capcom,258,2009,19.99,84.50417538
"Simulation,Third Person,Anime,Character Customization,Sandbox,Mature,Survival,NSFW,Building,Hentai,Dating Sim,FPS,Third-Person Shooter,Dystopian,Exploration,Nudity, Base Building,Artificial Intelligence,Sexual Content,Single-player",ILLUSION,ILLUSION,76,2020,69.99,74.96485428
"Time Travel,Multiplayer,Sci-fi,Shared/Split Screen PvP,Psychological Horror,Puzzle,Board Game,Indie,Chess,Colorful,Turn-Based Tactics,Online PvP,Time Manipulation,Artificial Intelligence,Turn-Based Strategy,Strategy,PvP,Single-player","Conor Petersen, Thunkspace",Conor Petersen,204,2020,11.99,90.28870775
"Steam Cloud,Simulation,Political Sim,Sandbox,Steam Workshop,Multiplayer,Story Rich,City Builder,Political,Economy,Building,Diplomacy,Management,Destruction,Online PvP,Atmospheric,Co-op,Strategy,Politics,Single-player,Choices Matter,Top-Down,Funny",Limbic Entertainment,Kalypso Media,88,2019,49.99,83.31355084
"Steam Cloud,Simulation,Family Friendly,Multiplayer,Steam Workshop,Sandbox,Shared/Split Screen PvP,Sports,Psychological Horror,Difficult,Indie,Casual,Memes,Online PvP,Local Multiplayer,Co-op,Early Access,Level Editor,Strategy,Mini Golf,Single-player,Steam Leaderboards,Includes level editor,Golf,Funny,Online Co-Op",Perfuse Entertainment,Perfuse Entertainment,48,2017,8.99,84.1151535
"Roguelite,Shooter,Multiplayer,Action,Cyberpunk,Isometric,Difficult,Bullet Hell,Indie,Top-Down Shooter,Roguelike,Online Co-op,Robots,Great Soundtrack,Tactical,Co-op,Action Roguelike,Single-player,Twin Stick Shooter,Top-Down,Online Co-Op",Flow Fire Games,Flow Fire Games,74,2018,19.99,92.16390487
